# file...... Regulator_Reg1.csv
# date...... Fri Jun 10 11:32:16 2016
# user...... samsung
# host...... (null)
# target.... regulator 54
# trigger... (none)
# interval.. 3600
# limit..... 0
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag,phases
2014-07-31 12:00:00 PDT,5,1,1,+635895,+158997,+596897,+149192,+458171,+107046,+1.69096e+06,+415235,ABC
2014-07-31 13:00:00 PDT,6,1,2,+772869,+206427,+732083,+200997,+483174,+112610,+1.98813e+06,+520034,ABC
2014-07-31 14:00:00 PDT,5,1,3,+681536,+73980.2,+678679,+173471,+545395,+137218,+1.90561e+06,+384669,ABC
2014-07-31 15:00:00 PDT,6,1,3,+958923,+272177,+874660,+260611,+645589,+67124.7,+2.47917e+06,+599913,ABC
2014-07-31 16:00:00 PDT,7,1,3,+1.00813e+06,+294395,+936978,+280164,+677540,+176559,+2.62265e+06,+751118,ABC
2014-07-31 17:00:00 PDT,8,1,4,+1.01161e+06,+198171,+962779,+190026,+688009,+174919,+2.6624e+06,+563116,ABC
2014-07-31 18:00:00 PDT,7,1,4,+807427,+108265,+814488,+218222,+597760,+149674,+2.21968e+06,+476161,ABC
2014-07-31 19:00:00 PDT,7,0,4,+647594,+159094,+565095,+35000,+432131,+89389.9,+1.64482e+06,+283484,ABC
2014-07-31 20:00:00 PDT,7,1,4,+515687,+104498,+538098,+120581,+347860,+65321.8,+1.40164e+06,+290401,ABC
2014-07-31 21:00:00 PDT,6,0,3,+388521,+62118,+415396,-23432.8,+275532,+38951.8,+1.07945e+06,+77637,ABC
2014-07-31 22:00:00 PDT,5,0,2,+389058,+62569.7,+351167,+53862.3,+275535,+39270.3,+1.01576e+06,+155702,ABC
2014-07-31 23:00:00 PDT,5,0,2,+431468,+84247.5,+263196,+33553.5,+253563,+37373.8,+948227,+155175,ABC
2014-08-01 00:00:00 PDT,5,0,2,+274485,+43259.1,+275392,+46486.3,+218915,+37245.2,+768793,+126991,ABC
2014-08-01 01:00:00 PDT,4,0,2,+171484,+17784.7,+205727,+28723.1,+187011,+30997.1,+564222,+77504.9,ABC
2014-08-01 02:00:00 PDT,3,0,2,+150739,+16567.8,+182692,+25082.7,+89088.1,+5366.18,+422520,+47016.7,ABC
2014-08-01 03:00:00 PDT,2,0,1,+112313,+6180.53,+116952,+6162.22,+63195.1,+295.181,+292460,+12637.9,ABC
2014-08-01 04:00:00 PDT,1,0,1,+91673.4,+859.739,+85443.9,+718.651,+63277.9,+352.04,+240395,+1930.43,ABC
2014-08-01 05:00:00 PDT,1,0,1,+92095.6,+807.586,+98508,+903.861,+70948.5,+453.56,+261552,+2165.01,ABC
2014-08-01 06:00:00 PDT,1,0,1,+116037,+2135.17,+114297,+2031.61,+86578.6,+2335.4,+316913,+6502.17,ABC
2014-08-01 07:00:00 PDT,1,0,1,+153210,+8654.4,+160915,+7508.36,+105500,+2636.22,+419625,+18799,ABC
2014-08-01 08:00:00 PDT,1,0,1,+308387,+52031.5,+312109,+53741.5,+237357,+39964.5,+857854,+145737,ABC
2014-08-01 09:00:00 PDT,2,0,1,+349484,+62029.8,+375236,+73402.7,+258970,+47693.5,+983690,+183126,ABC
2014-08-01 10:00:00 PDT,2,0,1,+249279,+33640,+233339,+30429.3,+184791,+24271.3,+667408,+88340.6,ABC
2014-08-01 11:00:00 PDT,2,0,1,+405610,+82647.9,+390680,+79926.7,+309362,+59788.6,+1.10565e+06,+222363,ABC
2014-08-01 12:00:00 PDT,3,0,1,+740602,+192563,+677240,+182856,+461501,+105387,+1.87934e+06,+480806,ABC
2014-08-01 13:00:00 PDT,2,0,2,+332966,-39514,+272136,-61355.8,+261502,+43908.9,+866604,-56960.8,ABC
2014-08-01 14:00:00 PDT,3,0,2,+676286,+170768,+627533,+161161,+471029,+108260,+1.77485e+06,+440189,ABC
2014-08-01 15:00:00 PDT,4,0,2,+638467,+57674.2,+654690,+169597,+429156,+96633.9,+1.72231e+06,+323905,ABC
2014-08-01 16:00:00 PDT,5,0,2,+740391,+100551,+660355,+63850.2,+508156,+119043,+1.9089e+06,+283443,ABC
2014-08-01 17:00:00 PDT,6,0,2,+699788,+173524,+705428,+88538.8,+460470,+96101.3,+1.86569e+06,+358164,ABC
2014-08-01 18:00:00 PDT,6,0,2,+691180,+170742,+641969,+150180,+523689,+122245,+1.85684e+06,+443167,ABC
2014-08-01 19:00:00 PDT,6,0,2,+396738,+64018.1,+476740,+99482.2,+289692,+50398.7,+1.16317e+06,+213899,ABC
2014-08-01 20:00:00 PDT,5,-1,2,+243208,+21811.7,+187533,-90584.1,+163649,+7354.07,+594391,-61418.4,ABC
2014-08-01 21:00:00 PDT,4,-1,2,+254925,+13407.2,+240080,+16817.8,+154580,+3488.07,+649585,+33713,ABC
2014-08-01 22:00:00 PDT,3,-1,2,+233801,+12242.6,+213997,+7568.66,+164412,+4665.48,+612210,+24476.7,ABC
2014-08-01 23:00:00 PDT,3,-1,2,+212420,+11836.1,+174226,+5656.08,+121143,+818.549,+507788,+18310.8,ABC
2014-08-02 00:00:00 PDT,3,-1,1,+135524,+2443.82,+136660,+1624.49,+112341,+4685.3,+384525,+8753.61,ABC
2014-08-02 01:00:00 PDT,2,-1,1,+118895,+1257.82,+123821,+1412.5,+90111.2,+718.57,+332827,+3388.89,ABC
2014-08-02 02:00:00 PDT,2,-1,1,+107812,+1086.11,+104223,+1094.16,+72963.7,+437.111,+284998,+2617.39,ABC
2014-08-02 03:00:00 PDT,2,-1,1,+102549,+976.505,+103845,+1069.83,+68597.6,+405.054,+274991,+2451.39,ABC
2014-08-02 04:00:00 PDT,2,-1,1,+125917,+1686.17,+88972,+742.826,+72788.5,+374.282,+287677,+2803.28,ABC
2014-08-02 05:00:00 PDT,2,-1,1,+118823,+1455.41,+98999.8,+858.988,+71826.7,+392.531,+289650,+2706.93,ABC
2014-08-02 06:00:00 PDT,2,-1,1,+102993,+1712.13,+109642,+1248.04,+69604.4,+382.45,+282239,+3342.62,ABC
2014-08-02 07:00:00 PDT,2,-1,1,+131091,+5487.84,+136817,+10692.6,+89534.6,+4896.47,+357443,+21076.9,ABC
2014-08-02 08:00:00 PDT,2,-1,1,+251246,+38430.7,+229614,+31899.1,+197868,+30725.8,+678728,+101056,ABC
2014-08-02 09:00:00 PDT,2,-1,1,+353409,+64376.1,+313447,+56619.9,+240677,+39440.6,+907533,+160437,ABC
2014-08-02 10:00:00 PDT,2,-1,1,+665213,+164791,+681517,+179130,+449553,+100556,+1.79628e+06,+444477,ABC
2014-08-02 11:00:00 PDT,2,-1,2,+409761,-15089.4,+373707,-29039.4,+303826,+55824.1,+1.08729e+06,+11695.4,ABC
2014-08-02 12:00:00 PDT,2,-1,3,+979566,+282756,+949912,+288382,+643177,+161908,+2.57265e+06,+733046,ABC
2014-08-02 13:00:00 PDT,2,-1,3,+430416,-8328.08,+399082,-21122.9,+343074,+66571.7,+1.17257e+06,+37120.7,ABC
2014-08-02 14:00:00 PDT,2,-1,3,+1.00263e+06,+293152,+962989,+295108,+652433,+166180,+2.61805e+06,+754441,ABC
2014-08-02 15:00:00 PDT,2,-1,3,+490894,+10365,+432844,-7492.5,+382772,+79580.7,+1.30651e+06,+82453.2,ABC
2014-08-02 16:00:00 PDT,2,-1,3,+966251,+279052,+913978,+274227,+622530,+152260,+2.50276e+06,+705539,ABC
2014-08-02 17:00:00 PDT,2,-1,3,+446176,-5511.56,+431167,-12734.1,+354015,+70131.9,+1.23136e+06,+51886.2,ABC
2014-08-02 18:00:00 PDT,2,-1,3,+784233,+207695,+727375,+194373,+547511,+128127,+2.05912e+06,+530194,ABC
2014-08-02 19:00:00 PDT,2,-1,3,+397293,-25811.3,+415985,-17662.9,+243742,+36039.8,+1.05702e+06,-7434.4,ABC
2014-08-02 20:00:00 PDT,2,-1,3,+262782,+29826.6,+228647,+22252.5,+192046,+20507.1,+683476,+72586.3,ABC
2014-08-02 21:00:00 PDT,2,-1,2,+246472,+16820.5,+254933,+23730.4,+181852,+14851.4,+683256,+55402.3,ABC
2014-08-02 22:00:00 PDT,2,-1,2,+270812,+28026.4,+262493,+26616.7,+206029,+19967.5,+739334,+74610.6,ABC
2014-08-02 23:00:00 PDT,2,-1,2,+308448,+43109.6,+264469,+32977.5,+201202,+24776.4,+774119,+100863,ABC
2014-08-03 00:00:00 PDT,2,-1,2,+193559,+18673.6,+176545,+16551.6,+172436,+19467.6,+542539,+54692.8,ABC
2014-08-03 01:00:00 PDT,2,-1,2,+146674,+7613.85,+133908,+8692.14,+100386,+5763.94,+380968,+22069.9,ABC
2014-08-03 02:00:00 PDT,2,-1,1,+118852,+7333.86,+134766,+9234.45,+101328,+5692.48,+354947,+22260.8,ABC
2014-08-03 03:00:00 PDT,2,-1,1,+110616,+6552.06,+112643,+3334.9,+72706.8,+1486.59,+295965,+11373.5,ABC
