# file...... superHouseHeatCool.csv
# date...... Sun Dec  9 11:33:46 2018
# user...... dpinney
# host...... (null)
# target.... house 3
# trigger... (none)
# interval.. 60
# limit..... 0
# timestamp,heating_demand, cooling_demand
2012-01-01 14:33:00 EST,+7.6945,+3.06527
2012-01-01 14:34:00 EST,+7.69428,+3.0651
2012-01-01 14:35:00 EST,+7.69401,+3.06489
2012-01-01 14:36:00 EST,+7.69367,+3.06463
2012-01-01 14:37:00 EST,+7.69327,+3.06433
2012-01-01 14:38:00 EST,+7.69281,+3.06397
2012-01-01 14:39:00 EST,+7.69229,+3.06358
2012-01-01 14:40:00 EST,+7.69171,+3.06313
2012-01-01 14:41:00 EST,+7.69106,+3.06264
2012-01-01 14:42:00 EST,+7.69036,+3.06209
2012-01-01 14:43:00 EST,+7.68959,+3.06151
2012-01-01 14:44:00 EST,+7.68876,+3.06087
2012-01-01 14:45:00 EST,+7.68788,+3.06019
2012-01-01 14:46:00 EST,+7.68693,+3.05946
2012-01-01 14:47:00 EST,+7.68592,+3.05869
2012-01-01 14:48:00 EST,+7.68485,+3.05786
2012-01-01 14:49:00 EST,+7.68371,+3.05699
2012-01-01 14:50:00 EST,+7.68252,+3.05607
2012-01-01 14:51:00 EST,+7.68127,+3.05511
2012-01-01 14:52:00 EST,+7.67995,+3.0541
2012-01-01 14:53:00 EST,+7.67858,+3.05304
2012-01-01 14:54:00 EST,+7.67714,+3.05193
2012-01-01 14:55:00 EST,+7.67565,+3.05078
2012-01-01 14:56:00 EST,+7.67409,+3.04958
2012-01-01 14:57:00 EST,+7.67248,+3.04833
2012-01-01 14:58:00 EST,+7.6708,+3.04703
2012-01-01 14:59:00 EST,+7.66906,+3.04569
