"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "12.5 kV Losses", "0.415 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "12.5 kV Line Loss", "0.415 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "12.5 kV Load Loss", "0.415 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "12.5 kV No Load Loss", "0.415 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "12.5 kV Load Energy", "0.415 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
47, 4359.34, 1892.96, 5773.14, 6274.42, 4250.74, 1716.56, 5614.98, 6030.11, 0, 0, 0, 0, 108.258, 177.135, 158.17, 258.819, 66.3944, 93.4071, 41.864, 83.7281, 117.341, 43.6528, 42.1566, 66.1018, 27.5088, 1.74975, 29.2585, 12.8981, 0, 0, 0, 0, 100.936, 7.32286, 0, 0, 0, 0, 0, 34.8337, 7.32286, 0, 0, 0, 0, 0, 24.2378, 0, 0, 0, 0, 0, 0, 41.864, 0, 0, 0, 0, 0, 0, 0, 4250.74, 0, 0, 0, 0, 0
48, 3843.37, 1683.27, 5773.14, 6274.42, 3749.25, 1530.9, 5614.98, 6030.11, 0, 0, 0, 0, 93.7256, 153.327, 158.17, 258.819, 51.4827, 68.8413, 42.2428, 84.4856, 117.341, 43.6528, 32.6988, 61.0267, 21.3531, 1.36088, 22.7139, 9.98489, 0, 0, 0, 0, 88.0627, 5.66281, 0, 0, 0, 0, 0, 27.036, 5.66281, 0, 0, 0, 0, 0, 18.7839, 0, 0, 0, 0, 0, 0, 42.2428, 0, 0, 0, 0, 0, 0, 0, 3749.25, 0, 0, 0, 0, 0
49, 3167.85, 1405.58, 5773.14, 6274.42, 3089.75, 1280, 5614.98, 6030.11, 0, 0, 0, 0, 77.6367, 126.955, 158.17, 258.819, 34.8966, 41.475, 42.7402, 85.4803, 117.341, 43.6528, 22.1773, 55.4594, 14.4991, 0.92759, 15.4267, 6.75062, 0, 0, 0, 0, 73.8129, 3.82382, 0, 0, 0, 0, 0, 18.3535, 3.82382, 0, 0, 0, 0, 0, 12.7193, 0, 0, 0, 0, 0, 0, 42.7402, 0, 0, 0, 0, 0, 0, 0, 3089.75, 0, 0, 0, 0, 0
50, 2759.9, 1236.21, 5773.14, 6274.42, 2690.13, 1123.46, 5614.98, 6030.11, 0, 0, 0, 0, 69.5046, 113.623, 158.17, 258.819, 26.4634, 27.5408, 43.0412, 86.0823, 117.341, 43.6528, 16.8295, 52.6751, 11.0128, 0.705545, 11.7183, 5.11115, 0, 0, 0, 0, 66.6146, 2.88997, 0, 0, 0, 0, 0, 13.9395, 2.88997, 0, 0, 0, 0, 0, 9.63397, 0, 0, 0, 0, 0, 0, 43.0412, 0, 0, 0, 0, 0, 0, 0, 2690.13, 0, 0, 0, 0, 0
51, 2401.71, 1086.36, 5773.14, 6274.42, 2338.12, 983.633, 5614.98, 6030.11, 0, 0, 0, 0, 63.3552, 103.529, 158.17, 258.819, 20.0492, 16.9174, 43.3059, 86.6119, 117.341, 43.6528, 12.7607, 50.5945, 8.35561, 0.536019, 8.89162, 3.86904, 0, 0, 0, 0, 61.1714, 2.18377, 0, 0, 0, 0, 0, 10.5769, 2.18377, 0, 0, 0, 0, 0, 7.28857, 0, 0, 0, 0, 0, 0, 43.3059, 0, 0, 0, 0, 0, 0, 0, 2338.12, 0, 0, 0, 0, 0
52, 2131.06, 972.482, 5773.14, 6274.42, 2071.57, 876.195, 5614.98, 6030.11, 0, 0, 0, 0, 59.327, 96.909, 158.17, 258.819, 15.8206, 9.89632, 43.5064, 87.0127, 117.341, 43.6528, 10.0697, 49.2573, 6.5942, 0.42431, 7.01851, 3.05115, 0, 0, 0, 0, 57.6032, 1.72374, 0, 0, 0, 0, 0, 8.34591, 1.72374, 0, 0, 0, 0, 0, 5.75098, 0, 0, 0, 0, 0, 0, 43.5064, 0, 0, 0, 0, 0, 0, 0, 2071.57, 0, 0, 0, 0, 0
53, 1973.15, 905.829, 5773.14, 6274.42, 1915.84, 812.76, 5614.98, 6030.11, 0, 0, 0, 0, 57.2128, 93.4361, 158.17, 258.819, 13.5893, 6.18926, 43.6234, 87.2469, 117.341, 43.6528, 8.64727, 48.5655, 5.6628, 0.365163, 6.02796, 2.61931, 0, 0, 0, 0, 55.7311, 1.48165, 0, 0, 0, 0, 0, 7.16563, 1.48165, 0, 0, 0, 0, 0, 4.94208, 0, 0, 0, 0, 0, 0, 43.6234, 0, 0, 0, 0, 0, 0, 0, 1915.84, 0, 0, 0, 0, 0
54, 1993.56, 914.636, 5773.14, 6274.42, 1936.09, 820.714, 5614.98, 6030.11, 0, 0, 0, 0, 57.4772, 93.8714, 158.17, 258.819, 13.869, 6.65513, 43.6081, 87.2163, 117.341, 43.6528, 8.82435, 48.6528, 5.77891, 0.372835, 6.15174, 2.67261, 0, 0, 0, 0, 55.9646, 1.51262, 0, 0, 0, 0, 0, 7.31174, 1.51262, 0, 0, 0, 0, 0, 5.04469, 0, 0, 0, 0, 0, 0, 43.6081, 0, 0, 0, 0, 0, 0, 0, 1936.09, 0, 0, 0, 0, 0
55, 2157.92, 984.147, 5773.14, 6274.42, 2098.27, 886.198, 5614.98, 6030.11, 0, 0, 0, 0, 59.745, 97.5675, 158.17, 258.819, 16.259, 10.5956, 43.486, 86.9719, 117.341, 43.6528, 10.3468, 49.3982, 6.76822, 0.437339, 7.20556, 3.14122, 0, 0, 0, 0, 57.9634, 1.78155, 0, 0, 0, 0, 0, 8.56523, 1.78155, 0, 0, 0, 0, 0, 5.91221, 0, 0, 0, 0, 0, 0, 43.486, 0, 0, 0, 0, 0, 0, 0, 2098.27, 0, 0, 0, 0, 0
56, 2411.8, 1090.96, 5773.14, 6274.42, 2348.37, 986.55, 5614.98, 6030.11, 0, 0, 0, 0, 63.5781, 103.841, 158.17, 258.819, 20.2807, 17.2461, 43.2975, 86.5949, 117.341, 43.6528, 12.9173, 50.6608, 8.44554, 0.542028, 8.98757, 3.92977, 0, 0, 0, 0, 61.3594, 2.21871, 0, 0, 0, 0, 0, 10.6986, 2.21871, 0, 0, 0, 0, 0, 7.36332, 0, 0, 0, 0, 0, 0, 43.2975, 0, 0, 0, 0, 0, 0, 0, 2348.37, 0, 0, 0, 0, 0
57, 2303.5, 1045.23, 5773.14, 6274.42, 2241.47, 944.34, 5614.98, 6030.11, 0, 0, 0, 0, 61.9588, 101.134, 158.17, 258.819, 18.5813, 14.3795, 43.3775, 86.755, 117.341, 43.6528, 11.8281, 50.1307, 7.72039, 0.494606, 8.215, 3.61307, 0, 0, 0, 0, 59.9196, 2.03922, 0, 0, 0, 0, 0, 9.78884, 2.03922, 0, 0, 0, 0, 0, 6.75324, 0, 0, 0, 0, 0, 0, 43.3775, 0, 0, 0, 0, 0, 0, 0, 2241.47, 0, 0, 0, 0, 0
58, 2351.55, 1065.51, 5773.14, 6274.42, 2288.8, 962.972, 5614.98, 6030.11, 0, 0, 0, 0, 62.7814, 102.426, 158.17, 258.819, 19.44, 15.7434, 43.3414, 86.6828, 117.341, 43.6528, 12.3631, 50.4183, 8.05438, 0.515444, 8.56983, 3.79329, 0, 0, 0, 0, 60.6378, 2.14361, 0, 0, 0, 0, 0, 10.2195, 2.14361, 0, 0, 0, 0, 0, 7.07685, 0, 0, 0, 0, 0, 0, 43.3414, 0, 0, 0, 0, 0, 0, 0, 2288.8, 0, 0, 0, 0, 0
59, 2622.18, 1178.97, 5773.14, 6274.42, 2555.11, 1068.64, 5614.98, 6030.11, 0, 0, 0, 0, 67.2452, 109.741, 158.17, 258.819, 24.1043, 23.4586, 43.1409, 86.2819, 117.341, 43.6528, 15.3421, 51.9032, 9.99923, 0.638324, 10.6376, 4.70452, 0, 0, 0, 0, 64.5915, 2.65378, 0, 0, 0, 0, 0, 12.6883, 2.65378, 0, 0, 0, 0, 0, 8.7622, 0, 0, 0, 0, 0, 0, 43.1409, 0, 0, 0, 0, 0, 0, 0, 2555.11, 0, 0, 0, 0, 0
60, 2755.91, 1234.7, 5773.14, 6274.42, 2686.34, 1120.73, 5614.98, 6030.11, 0, 0, 0, 0, 69.6525, 113.678, 158.17, 258.819, 26.6104, 27.5936, 43.0421, 86.0841, 117.341, 43.6528, 16.9387, 52.7138, 11.0388, 0.702804, 11.7416, 5.19712, 0, 0, 0, 0, 66.725, 2.92747, 0, 0, 0, 0, 0, 14.0113, 2.92747, 0, 0, 0, 0, 0, 9.67171, 0, 0, 0, 0, 0, 0, 43.0421, 0, 0, 0, 0, 0, 0, 0, 2686.34, 0, 0, 0, 0, 0
61, 2930.72, 1307.4, 5773.14, 6274.42, 2857.83, 1187.87, 5614.98, 6030.11, 0, 0, 0, 0, 73.0092, 119.155, 158.17, 258.819, 30.0963, 33.3293, 42.9129, 85.8257, 117.341, 43.6528, 19.1609, 53.8483, 12.4828, 0.794804, 13.2776, 5.88334, 0, 0, 0, 0, 69.6931, 3.31607, 0, 0, 0, 0, 0, 15.8448, 3.31607, 0, 0, 0, 0, 0, 10.9354, 0, 0, 0, 0, 0, 0, 42.9129, 0, 0, 0, 0, 0, 0, 0, 2857.83, 0, 0, 0, 0, 0
62, 3187.57, 1413.81, 5773.14, 6274.42, 3109.52, 1285.54, 5614.98, 6030.11, 0, 0, 0, 0, 78.2231, 127.743, 158.17, 258.819, 35.4995, 42.2954, 42.7236, 85.4472, 117.341, 43.6528, 22.6187, 55.6044, 14.75, 0.938386, 15.6884, 6.93036, 0, 0, 0, 0, 74.3201, 3.90305, 0, 0, 0, 0, 0, 18.7157, 3.90305, 0, 0, 0, 0, 0, 12.8808, 0, 0, 0, 0, 0, 0, 42.7236, 0, 0, 0, 0, 0, 0, 0, 3109.52, 0, 0, 0, 0, 0
63, 3439.75, 1517.75, 5773.14, 6274.42, 3356.11, 1380.3, 5614.98, 6030.11, 0, 0, 0, 0, 83.8225, 136.949, 158.17, 258.819, 41.2846, 51.8731, 42.538, 85.076, 117.341, 43.6528, 26.3124, 57.5101, 17.1666, 1.0917, 18.2583, 8.05416, 0, 0, 0, 0, 79.2858, 4.53676, 0, 0, 0, 0, 0, 21.7757, 4.53676, 0, 0, 0, 0, 0, 14.9722, 0, 0, 0, 0, 0, 0, 42.538, 0, 0, 0, 0, 0, 0, 0, 3356.11, 0, 0, 0, 0, 0
64, 3748.91, 1644.48, 5773.14, 6274.42, 3657.83, 1494.63, 5614.98, 6030.11, 0, 0, 0, 0, 91.3081, 149.266, 158.17, 258.819, 48.9971, 64.6441, 42.311, 84.622, 117.341, 43.6528, 31.223, 60.0851, 20.3801, 1.29766, 21.6778, 9.54521, 0, 0, 0, 0, 85.9212, 5.3869, 0, 0, 0, 0, 0, 25.8361, 5.3869, 0, 0, 0, 0, 0, 17.7741, 0, 0, 0, 0, 0, 0, 42.311, 0, 0, 0, 0, 0, 0, 0, 3657.83, 0, 0, 0, 0, 0
65, 4067.36, 1774.28, 5773.14, 6274.42, 3967.82, 1610.52, 5614.98, 6030.11, 0, 0, 0, 0, 99.7743, 163.184, 158.17, 258.819, 57.6967, 79.0288, 42.0776, 84.1551, 117.341, 43.6528, 36.7349, 63.0393, 23.9801, 1.52725, 25.5073, 11.2276, 0, 0, 0, 0, 93.4237, 6.35053, 0, 0, 0, 0, 0, 30.3844, 6.35053, 0, 0, 0, 0, 0, 20.9618, 0, 0, 0, 0, 0, 0, 42.0776, 0, 0, 0, 0, 0, 0, 0, 3967.82, 0, 0, 0, 0, 0
66, 4382.65, 1902.05, 5773.14, 6274.42, 4273.96, 1723.28, 5614.98, 6030.11, 0, 0, 0, 0, 108.934, 178.231, 158.17, 258.819, 67.0867, 94.5366, 41.847, 83.694, 117.341, 43.6528, 42.6379, 66.2958, 27.8256, 1.77051, 29.5961, 13.0417, 0, 0, 0, 0, 101.537, 7.39706, 0, 0, 0, 0, 0, 35.2408, 7.39706, 0, 0, 0, 0, 0, 24.4488, 0, 0, 0, 0, 0, 0, 41.847, 0, 0, 0, 0, 0, 0, 0, 4273.96, 0, 0, 0, 0, 0
67, 4620.35, 1997.94, 5773.14, 6274.42, 4504.18, 1807.15, 5614.98, 6030.11, 0, 0, 0, 0, 116.359, 190.39, 158.17, 258.819, 74.6857, 107.044, 41.673, 83.346, 117.341, 43.6528, 47.429, 68.9298, 30.9398, 1.96868, 32.9085, 14.5205, 0, 0, 0, 0, 108.108, 8.25066, 0, 0, 0, 0, 0, 39.1783, 8.25066, 0, 0, 0, 0, 0, 27.2567, 0, 0, 0, 0, 0, 0, 41.673, 0, 0, 0, 0, 0, 0, 0, 4504.18, 0, 0, 0, 0, 0
68, 4568.83, 1977.36, 5773.14, 6274.42, 4454.06, 1789.71, 5614.98, 6030.11, 0, 0, 0, 0, 114.722, 187.725, 158.17, 258.819, 73.011, 104.303, 41.7108, 83.4215, 117.341, 43.6528, 46.3412, 68.3806, 30.2304, 1.92087, 32.1513, 14.19, 0, 0, 0, 0, 106.66, 8.06129, 0, 0, 0, 0, 0, 38.2799, 8.06129, 0, 0, 0, 0, 0, 26.6698, 0, 0, 0, 0, 0, 0, 41.7108, 0, 0, 0, 0, 0, 0, 0, 4454.06, 0, 0, 0, 0, 0
69, 4217.24, 1835.36, 5773.14, 6274.42, 4112.87, 1665.66, 5614.98, 6030.11, 0, 0, 0, 0, 104.098, 170.318, 158.17, 258.819, 62.1294, 86.3806, 41.9686, 83.9372, 117.341, 43.6528, 39.4141, 64.6839, 25.719, 1.63715, 27.3561, 12.058, 0, 0, 0, 0, 97.2441, 6.85387, 0, 0, 0, 0, 0, 32.5602, 6.85387, 0, 0, 0, 0, 0, 22.7153, 0, 0, 0, 0, 0, 0, 41.9686, 0, 0, 0, 0, 0, 0, 0, 4112.87, 0, 0, 0, 0, 0
70, 4034.36, 1761.02, 5773.14, 6274.42, 3935.32, 1599.54, 5614.98, 6030.11, 0, 0, 0, 0, 98.9037, 161.808, 158.17, 258.819, 56.8009, 77.6022, 42.1028, 84.2057, 117.341, 43.6528, 36.0471, 62.8565, 23.5294, 1.49921, 25.0286, 11.0185, 0, 0, 0, 0, 92.6443, 6.2594, 0, 0, 0, 0, 0, 29.7877, 6.2594, 0, 0, 0, 0, 0, 20.7537, 0, 0, 0, 0, 0, 0, 42.1028, 0, 0, 0, 0, 0, 0, 0, 3935.32, 0, 0, 0, 0, 0
71, 3834.84, 1679.71, 5773.14, 6274.42, 3741.17, 1527.09, 5614.98, 6030.11, 0, 0, 0, 0, 93.5191, 152.988, 158.17, 258.819, 51.2698, 68.4894, 42.2493, 84.4987, 117.341, 43.6528, 32.5452, 60.9739, 21.2508, 1.35486, 22.6057, 9.93946, 0, 0, 0, 0, 87.8767, 5.64246, 0, 0, 0, 0, 0, 26.9027, 5.64246, 0, 0, 0, 0, 0, 18.7246, 0, 0, 0, 0, 0, 0, 42.2493, 0, 0, 0, 0, 0, 0, 0, 3741.17, 0, 0, 0, 0, 0
72, 3348.07, 1480.03, 5773.14, 6274.42, 3266.12, 1347.53, 5614.98, 6030.11, 0, 0, 0, 0, 81.6106, 133.473, 158.17, 258.819, 39.0032, 48.2584, 42.6074, 85.2148, 117.341, 43.6528, 24.7737, 56.8369, 16.1908, 1.03462, 17.2254, 7.54826, 0, 0, 0, 0, 77.3316, 4.27899, 0, 0, 0, 0, 0, 20.4947, 4.27899, 0, 0, 0, 0, 0, 14.2295, 0, 0, 0, 0, 0, 0, 42.6074, 0, 0, 0, 0, 0, 0, 0, 3266.12, 0, 0, 0, 0, 0
73, 2876.58, 1284.79, 5773.14, 6274.42, 2804.57, 1168.57, 5614.98, 6030.11, 0, 0, 0, 0, 71.6974, 117.22, 158.17, 258.819, 28.7426, 31.3103, 42.9549, 85.9098, 117.341, 43.6528, 18.2839, 53.4135, 11.9623, 0.765001, 12.7273, 5.55662, 0, 0, 0, 0, 68.5585, 3.13898, 0, 0, 0, 0, 0, 15.1449, 3.13898, 0, 0, 0, 0, 0, 10.4587, 0, 0, 0, 0, 0, 0, 42.9549, 0, 0, 0, 0, 0, 0, 0, 2804.57, 0, 0, 0, 0, 0
74, 2409.38, 1089.46, 5773.14, 6274.42, 2345.55, 986.716, 5614.98, 6030.11, 0, 0, 0, 0, 63.5338, 103.788, 158.17, 258.819, 20.2333, 17.1867, 43.3004, 86.6009, 117.341, 43.6528, 12.8684, 50.6653, 8.41662, 0.544225, 8.96084, 3.90756, 0, 0, 0, 0, 61.3136, 2.22013, 0, 0, 0, 0, 0, 10.6483, 2.22013, 0, 0, 0, 0, 0, 7.36491, 0, 0, 0, 0, 0, 0, 43.3004, 0, 0, 0, 0, 0, 0, 0, 2345.55, 0, 0, 0, 0, 0
75, 2111.16, 964.013, 5773.14, 6274.42, 2051.88, 868.203, 5614.98, 6030.11, 0, 0, 0, 0, 59.0901, 96.4962, 158.17, 258.819, 15.5689, 9.45364, 43.5213, 87.0426, 117.341, 43.6528, 9.90168, 49.1885, 6.47726, 0.419824, 6.89709, 3.00459, 0, 0, 0, 0, 57.3818, 1.70832, 0, 0, 0, 0, 0, 8.19336, 1.70832, 0, 0, 0, 0, 0, 5.66719, 0, 0, 0, 0, 0, 0, 43.5213, 0, 0, 0, 0, 0, 0, 0, 2051.88, 0, 0, 0, 0, 0
76, 1945.72, 894.158, 5773.14, 6274.42, 1888.7, 801.63, 5614.98, 6030.11, 0, 0, 0, 0, 56.9184, 92.9144, 158.17, 258.819, 13.2747, 5.62684, 43.6438, 87.2875, 117.341, 43.6528, 8.44103, 48.4774, 5.51686, 0.35856, 5.87542, 2.56562, 0, 0, 0, 0, 55.4562, 1.46219, 0, 0, 0, 0, 0, 6.97885, 1.46219, 0, 0, 0, 0, 0, 4.83364, 0, 0, 0, 0, 0, 0, 43.6438, 0, 0, 0, 0, 0, 0, 0, 1888.7, 0, 0, 0, 0, 0
77, 1799.75, 832.254, 5773.14, 6274.42, 1744.52, 742.599, 5614.98, 6030.11, 0, 0, 0, 0, 55.1417, 90.0004, 158.17, 258.819, 11.3895, 2.49591, 43.7522, 87.5045, 117.341, 43.7522, 7.23695, 47.9048, 4.72861, 0.30835, 5.03696, 2.19999, 0, 0, 0, 0, 53.884, 1.25768, 0, 0, 0, 0, 0, 5.97927, 1.25768, 0, 0, 0, 0, 0, 4.15253, 0, 0, 0, 0, 0, 0, 43.7522, 0, 0, 0, 0, 0, 0, 0, 1744.52, 0, 0, 0, 0, 0
78, 1745.95, 809.493, 5773.14, 6274.42, 1691.39, 720.625, 5614.98, 6030.11, 0, 0, 0, 0, 54.5324, 88.9945, 158.17, 258.819, 10.7403, 1.41036, 43.7921, 87.5841, 117.341, 43.7921, 6.82265, 47.7097, 4.4556, 0.290856, 4.74646, 2.07619, 0, 0, 0, 0, 53.3438, 1.18855, 0, 0, 0, 0, 0, 5.6341, 1.18855, 0, 0, 0, 0, 0, 3.91765, 0, 0, 0, 0, 0, 0, 43.7921, 0, 0, 0, 0, 0, 0, 0, 1691.39, 0, 0, 0, 0, 0
79, 1757.13, 814.317, 5773.14, 6274.42, 1702.47, 725.08, 5614.98, 6030.11, 0, 0, 0, 0, 54.6641, 89.2077, 158.17, 258.819, 10.8804, 1.64034, 43.7837, 87.5674, 117.341, 43.7921, 6.91101, 47.7531, 4.51253, 0.294827, 4.80736, 2.10365, 0, 0, 0, 0, 53.4587, 1.20532, 0, 0, 0, 0, 0, 5.70569, 1.20532, 0, 0, 0, 0, 0, 3.96937, 0, 0, 0, 0, 0, 0, 43.7837, 0, 0, 0, 0, 0, 0, 0, 1702.47, 0, 0, 0, 0, 0
80, 1811.17, 837.326, 5773.14, 6274.42, 1755.86, 746.919, 5614.98, 6030.11, 0, 0, 0, 0, 55.3406, 90.2771, 158.17, 258.819, 11.5978, 2.79136, 43.7428, 87.4857, 117.341, 43.7921, 7.36653, 47.9741, 4.80068, 0.3112, 5.11188, 2.25465, 0, 0, 0, 0, 54.0546, 1.286, 0, 0, 0, 0, 0, 6.08053, 1.286, 0, 0, 0, 0, 0, 4.23126, 0, 0, 0, 0, 0, 0, 43.7428, 0, 0, 0, 0, 0, 0, 0, 1755.86, 0, 0, 0, 0, 0
81, 2133.67, 974.02, 5773.14, 6274.42, 2074.32, 876.14, 5614.98, 6030.11, 0, 0, 0, 0, 59.5456, 97.1351, 158.17, 258.819, 16.0428, 10.1294, 43.5029, 87.0057, 117.341, 43.7921, 10.1987, 49.3469, 6.64358, 0.428096, 7.07168, 3.12701, 0, 0, 0, 0, 57.7698, 1.77577, 0, 0, 0, 0, 0, 8.42291, 1.77577, 0, 0, 0, 0, 0, 5.84407, 0, 0, 0, 0, 0, 0, 43.5029, 0, 0, 0, 0, 0, 0, 0, 2074.32, 0, 0, 0, 0, 0
82, 2726.55, 1222.39, 5773.14, 6274.42, 2657.46, 1109.62, 5614.98, 6030.11, 0, 0, 0, 0, 69.0731, 112.757, 158.17, 258.819, 26.0089, 26.6285, 43.0642, 86.1284, 117.341, 43.7921, 16.5657, 52.5074, 10.8041, 0.692396, 11.4965, 5.06918, 0, 0, 0, 0, 66.2079, 2.86523, 0, 0, 0, 0, 0, 13.7005, 2.86523, 0, 0, 0, 0, 0, 9.44324, 0, 0, 0, 0, 0, 0, 43.0642, 0, 0, 0, 0, 0, 0, 0, 2657.46, 0, 0, 0, 0, 0
83, 3354.31, 1482.56, 5773.14, 6274.42, 3272.86, 1347.56, 5614.98, 6030.11, 0, 0, 0, 0, 81.871, 133.744, 158.17, 258.819, 39.27, 48.5421, 42.601, 85.2019, 117.341, 43.7921, 25.0281, 56.8429, 16.3283, 1.04104, 17.3693, 7.65881, 0, 0, 0, 0, 77.5509, 4.32013, 0, 0, 0, 0, 0, 20.708, 4.32013, 0, 0, 0, 0, 0, 14.2419, 0, 0, 0, 0, 0, 0, 42.601, 0, 0, 0, 0, 0, 0, 0, 3272.86, 0, 0, 0, 0, 0
84, 4047.62, 1766.36, 5773.14, 6274.42, 3948.33, 1604.05, 5614.98, 6030.11, 0, 0, 0, 0, 99.2987, 162.321, 158.17, 258.819, 57.2076, 78.139, 42.0912, 84.1824, 117.341, 43.7921, 36.4604, 62.8383, 23.785, 1.51352, 25.2985, 11.1619, 0, 0, 0, 0, 92.9964, 6.30232, 0, 0, 0, 0, 0, 30.1581, 6.30232, 0, 0, 0, 0, 0, 20.7472, 0, 0, 0, 0, 0, 0, 42.0912, 0, 0, 0, 0, 0, 0, 0, 3948.33, 0, 0, 0, 0, 0
85, 4511.88, 1954.14, 5773.14, 6274.42, 4399.34, 1768.7, 5614.98, 6030.11, 0, 0, 0, 0, 112.906, 184.652, 158.17, 258.819, 71.1552, 101.15, 41.7511, 83.5023, 117.341, 43.7921, 45.3307, 67.5757, 29.5709, 1.87884, 31.4497, 13.881, 0, 0, 0, 0, 105.061, 7.84586, 0, 0, 0, 0, 0, 37.4848, 7.84586, 0, 0, 0, 0, 0, 25.8245, 0, 0, 0, 0, 0, 0, 41.7511, 0, 0, 0, 0, 0, 0, 0, 4399.34, 0, 0, 0, 0, 0
86, 4875.47, 2100.34, 5773.14, 6274.42, 4751.08, 1895.8, 5614.98, 6030.11, 0, 0, 0, 0, 124.688, 203.963, 158.17, 258.819, 83.203, 120.994, 41.4848, 82.9695, 117.341, 43.7921, 52.9978, 71.6899, 34.5649, 2.19101, 36.7559, 16.2419, 0, 0, 0, 0, 115.508, 9.17928, 0, 0, 0, 0, 0, 43.8186, 9.17928, 0, 0, 0, 0, 0, 30.2051, 0, 0, 0, 0, 0, 0, 41.4848, 0, 0, 0, 0, 0, 0, 0, 4751.08, 0, 0, 0, 0, 0
87, 5235.94, 2244.34, 5773.14, 6274.42, 5098.92, 2019.09, 5614.98, 6030.11, 0.927505, 0, 0.938749, 0, 137.347, 224.718, 158.17, 258.819, 96.1256, 142.275, 41.2213, 82.4425, 117.341, 43.7921, 61.204, 76.1428, 39.9099, 2.52771, 42.4376, 18.7664, 0, 0, 0, 0, 126.73, 10.6172, 0, 0, 0, 0, 0, 50.5868, 10.6172, 0, 0, 0, 0, 0, 34.9216, 0, 0, 0, 0, 0, 0, 41.2213, 0, 0, 0, 0, 0, 0, 0, 5098.92, 0, 0, 0, 0, 0
88, 5488.63, 2344.82, 5773.14, 6274.42, 5342.05, 2104.21, 5614.98, 6030.11, 2.33038, 0, 2.48022, 0, 146.819, 240.25, 158.17, 258.819, 105.782, 158.177, 41.0368, 82.0736, 117.341, 43.7921, 67.3135, 79.5057, 43.8876, 2.77988, 46.6675, 20.646, 0, 0, 0, 0, 135.122, 11.6977, 0, 0, 0, 0, 0, 55.6159, 11.6977, 0, 0, 0, 0, 0, 38.4689, 0, 0, 0, 0, 0, 0, 41.0368, 0, 0, 0, 0, 0, 0, 0, 5342.05, 0, 0, 0, 0, 0
89, 5546.39, 2367.82, 5773.14, 6274.42, 5397.36, 2123.77, 5614.98, 6030.11, 2.71374, 0, 2.92681, 0, 149.083, 243.968, 158.17, 258.819, 108.089, 161.978, 40.9948, 81.9896, 117.341, 43.7921, 68.7361, 80.3473, 44.8116, 2.84099, 47.6526, 21.0835, 0, 0, 0, 0, 137.12, 11.9634, 0, 0, 0, 0, 0, 56.7726, 11.9634, 0, 0, 0, 0, 0, 39.3525, 0, 0, 0, 0, 0, 0, 40.9948, 0, 0, 0, 0, 0, 0, 0, 5397.36, 0, 0, 0, 0, 0
90, 5689.15, 2424.22, 5773.14, 6274.42, 5534.46, 2170.66, 5614.98, 6030.11, 3.63513, 0, 4.04526, 0, 154.826, 253.37, 158.17, 258.819, 113.934, 171.587, 40.8914, 81.7828, 117.341, 43.7921, 72.3299, 82.496, 47.1364, 2.99178, 50.1282, 22.2017, 0, 0, 0, 0, 142.186, 12.6394, 0, 0, 0, 0, 0, 59.6905, 12.6394, 0, 0, 0, 0, 0, 41.6046, 0, 0, 0, 0, 0, 0, 40.8914, 0, 0, 0, 0, 0, 0, 0, 5534.46, 0, 0, 0, 0, 0
91, 5545.44, 2367.53, 5773.14, 6274.42, 5396.15, 2123.64, 5614.98, 6030.11, 2.87451, 0, 3.1172, 0, 149.152, 244.083, 158.17, 258.819, 108.156, 162.091, 40.9961, 81.9923, 117.341, 43.7921, 68.6651, 80.4868, 44.7533, 2.84109, 47.5944, 21.0707, 0, 0, 0, 0, 137.161, 11.9914, 0, 0, 0, 0, 0, 56.6737, 11.9914, 0, 0, 0, 0, 0, 39.4907, 0, 0, 0, 0, 0, 0, 40.9961, 0, 0, 0, 0, 0, 0, 0, 5396.15, 0, 0, 0, 0, 0
92, 5379.77, 2301.83, 5773.14, 6274.42, 5236.78, 2068.31, 5614.98, 6030.11, 2.05467, 0, 2.16545, 0, 142.835, 233.749, 158.17, 258.819, 101.718, 151.514, 41.1174, 82.2348, 117.341, 43.7921, 64.5375, 78.2979, 42.0634, 2.6695, 44.7329, 19.8046, 0, 0, 0, 0, 131.561, 11.2742, 0, 0, 0, 0, 0, 53.2633, 11.2742, 0, 0, 0, 0, 0, 37.1805, 0, 0, 0, 0, 0, 0, 41.1174, 0, 0, 0, 0, 0, 0, 0, 5236.78, 0, 0, 0, 0, 0
