"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "12.5 kV Losses", "0.415 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "12.5 kV Line Loss", "0.415 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "12.5 kV Load Loss", "0.415 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "12.5 kV No Load Loss", "0.415 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "12.5 kV Load Energy", "0.415 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25"
5433, 3234.98, 1433.39, 7121.55, 7721.4, 3155.57, 1305.14, 6901.37, 7383.14, 0, 0, 0, 0, 79.0504, 129.27, 220.309, 360.467, 36.3603, 43.8903, 42.6901, 85.3801, 180.461, 44.1306, 23.1451, 55.9052, 15.1324, 0.963522, 16.0959, 7.04923, 0, 0, 0, 0, 75.0756, 3.97476, 0, 0, 0, 0, 0, 19.1704, 3.97476, 0, 0, 0, 0, 0, 13.2152, 0, 0, 0, 0, 0, 0, 42.6901, 0, 0, 0, 0, 0, 0, 0, 3155.57, 0, 0, 0, 0, 0
5434, 2893.4, 1291.82, 7121.55, 7721.4, 2821.12, 1174.79, 6901.37, 7383.14, 0, 0, 0, 0, 72.0505, 117.756, 220.309, 360.467, 29.1088, 31.8723, 42.9417, 85.8834, 180.461, 44.1306, 18.5447, 53.5059, 12.1246, 0.77373, 12.8983, 5.64632, 0, 0, 0, 0, 68.87, 3.18054, 0, 0, 0, 0, 0, 15.3641, 3.18054, 0, 0, 0, 0, 0, 10.5641, 0, 0, 0, 0, 0, 0, 42.9417, 0, 0, 0, 0, 0, 0, 0, 2821.12, 0, 0, 0, 0, 0
5435, 2748.3, 1231.47, 7121.55, 7721.4, 2678.89, 1118.51, 6901.37, 7383.14, 0, 0, 0, 0, 69.3174, 113.274, 220.309, 360.467, 26.2685, 27.1762, 43.0489, 86.0978, 180.461, 44.1306, 16.7342, 52.5832, 10.943, 0.699414, 11.6425, 5.09173, 0, 0, 0, 0, 66.4479, 2.86947, 0, 0, 0, 0, 0, 13.8647, 2.86947, 0, 0, 0, 0, 0, 9.53434, 0, 0, 0, 0, 0, 0, 43.0489, 0, 0, 0, 0, 0, 0, 0, 2678.89, 0, 0, 0, 0, 0
5436, 2474.03, 1116.74, 7121.55, 7721.4, 2409.3, 1011.88, 6901.37, 7383.14, 0, 0, 0, 0, 64.5524, 105.468, 220.309, 360.467, 21.3003, 18.9634, 43.2521, 86.5042, 180.461, 44.1306, 13.5616, 50.9908, 8.87306, 0.570029, 9.44309, 4.11853, 0, 0, 0, 0, 62.225, 2.32736, 0, 0, 0, 0, 0, 11.2343, 2.32736, 0, 0, 0, 0, 0, 7.73864, 0, 0, 0, 0, 0, 0, 43.2521, 0, 0, 0, 0, 0, 0, 0, 2409.3, 0, 0, 0, 0, 0
5437, 2287.65, 1038.51, 7121.55, 7721.4, 2225.91, 938.262, 6901.37, 7383.14, 0, 0, 0, 0, 61.6272, 100.668, 220.309, 360.467, 18.2369, 13.8878, 43.3903, 86.7805, 180.461, 44.1306, 11.6043, 50.0228, 7.59339, 0.489963, 8.08335, 3.52097, 0, 0, 0, 0, 59.6317, 1.99546, 0, 0, 0, 0, 0, 9.60887, 1.99546, 0, 0, 0, 0, 0, 6.63258, 0, 0, 0, 0, 0, 0, 43.3903, 0, 0, 0, 0, 0, 0, 0, 2225.91, 0, 0, 0, 0, 0
5438, 2092.54, 956.265, 7121.55, 7721.4, 2033.59, 860.653, 6901.37, 7383.14, 0, 0, 0, 0, 58.8276, 96.0623, 220.309, 360.467, 15.293, 8.993, 43.5346, 87.0693, 180.461, 44.1306, 9.73487, 49.0927, 6.36841, 0.410373, 6.77879, 2.95608, 0, 0, 0, 0, 57.1554, 1.67226, 0, 0, 0, 0, 0, 8.0626, 1.67226, 0, 0, 0, 0, 0, 5.55812, 0, 0, 0, 0, 0, 0, 43.5346, 0, 0, 0, 0, 0, 0, 0, 2033.59, 0, 0, 0, 0, 0
5439, 1969.66, 904.362, 7121.55, 7721.4, 1912.37, 811.244, 6901.37, 7383.14, 0, 0, 0, 0, 57.2146, 93.403, 220.309, 360.467, 13.5889, 6.1516, 43.6257, 87.2514, 180.461, 44.1306, 8.64643, 48.5682, 5.65283, 0.365215, 6.01804, 2.62839, 0, 0, 0, 0, 55.7242, 1.49036, 0, 0, 0, 0, 0, 7.15607, 1.49036, 0, 0, 0, 0, 0, 4.94247, 0, 0, 0, 0, 0, 0, 43.6257, 0, 0, 0, 0, 0, 0, 0, 1912.37, 0, 0, 0, 0, 0
5440, 1974.23, 906.426, 7121.55, 7721.4, 1916.96, 812.911, 6901.37, 7383.14, 0, 0, 0, 0, 57.2763, 93.5023, 220.309, 360.467, 13.6542, 6.25809, 43.6221, 87.2442, 180.461, 44.1306, 8.68813, 48.5882, 5.67965, 0.366817, 6.04647, 2.64166, 0, 0, 0, 0, 55.7787, 1.49761, 0, 0, 0, 0, 0, 7.19052, 1.49761, 0, 0, 0, 0, 0, 4.96608, 0, 0, 0, 0, 0, 0, 43.6221, 0, 0, 0, 0, 0, 0, 0, 1916.96, 0, 0, 0, 0, 0
5441, 2006.28, 920.012, 7121.55, 7721.4, 1948.62, 825.764, 6901.37, 7383.14, 0, 0, 0, 0, 57.6747, 94.1708, 220.309, 360.467, 14.0762, 6.97378, 43.5985, 87.197, 180.461, 44.1306, 8.95697, 48.7178, 5.85929, 0.378631, 6.23792, 2.71905, 0, 0, 0, 0, 56.1331, 1.54159, 0, 0, 0, 0, 0, 7.41538, 1.54159, 0, 0, 0, 0, 0, 5.11927, 0, 0, 0, 0, 0, 0, 43.5985, 0, 0, 0, 0, 0, 0, 0, 1948.62, 0, 0, 0, 0, 0
5442, 2201.88, 1002.71, 7121.55, 7721.4, 2141.63, 903.676, 6901.37, 7383.14, 0, 0, 0, 0, 60.36, 98.5844, 220.309, 360.467, 16.9068, 11.6779, 43.4533, 86.9065, 180.461, 44.1306, 10.7633, 49.5967, 7.04302, 0.453386, 7.4964, 3.26694, 0, 0, 0, 0, 58.5129, 1.84716, 0, 0, 0, 0, 0, 8.91618, 1.84716, 0, 0, 0, 0, 0, 6.14343, 0, 0, 0, 0, 0, 0, 43.4533, 0, 0, 0, 0, 0, 0, 0, 2141.63, 0, 0, 0, 0, 0
5443, 2554.81, 1150.91, 7121.55, 7721.4, 2489.15, 1042.46, 6901.37, 7383.14, 0, 0, 0, 0, 65.8841, 107.671, 220.309, 360.467, 22.6919, 21.2865, 43.1922, 86.3844, 180.461, 44.1306, 14.4409, 51.4432, 9.45139, 0.606556, 10.0579, 4.38296, 0, 0, 0, 0, 63.407, 2.47707, 0, 0, 0, 0, 0, 11.9638, 2.47707, 0, 0, 0, 0, 0, 8.25097, 0, 0, 0, 0, 0, 0, 43.1922, 0, 0, 0, 0, 0, 0, 0, 2489.15, 0, 0, 0, 0, 0
5444, 2769.05, 1240.25, 7121.55, 7721.4, 2699.52, 1125.89, 6901.37, 7383.14, 0, 0, 0, 0, 69.6674, 113.896, 220.309, 360.467, 26.6332, 27.8278, 43.0342, 86.0683, 180.461, 44.1306, 16.9365, 52.7309, 11.0839, 0.709366, 11.7932, 5.14325, 0, 0, 0, 0, 66.7606, 2.90674, 0, 0, 0, 0, 0, 14.0297, 2.90674, 0, 0, 0, 0, 0, 9.69674, 0, 0, 0, 0, 0, 0, 43.0342, 0, 0, 0, 0, 0, 0, 0, 2699.52, 0, 0, 0, 0, 0
5445, 2922.24, 1303.94, 7121.55, 7721.4, 2849.75, 1184.91, 6901.37, 7383.14, 0, 0, 0, 0, 72.5912, 118.696, 220.309, 360.467, 29.6699, 32.8533, 42.9213, 85.8425, 180.461, 44.1306, 18.8538, 53.7374, 12.3345, 0.788868, 13.1233, 5.73051, 0, 0, 0, 0, 69.3487, 3.24249, 0, 0, 0, 0, 0, 15.6113, 3.24249, 0, 0, 0, 0, 0, 10.8161, 0, 0, 0, 0, 0, 0, 42.9213, 0, 0, 0, 0, 0, 0, 0, 2849.75, 0, 0, 0, 0, 0
5446, 2852.69, 1274.97, 7121.55, 7721.4, 2781.4, 1158.63, 6901.37, 7383.14, 0, 0, 0, 0, 71.2426, 116.489, 220.309, 360.467, 28.2699, 30.5435, 42.9728, 85.9455, 180.461, 44.1306, 17.9597, 53.2829, 11.7517, 0.751604, 12.5033, 5.4564, 0, 0, 0, 0, 68.1554, 3.08724, 0, 0, 0, 0, 0, 14.8724, 3.08724, 0, 0, 0, 0, 0, 10.3102, 0, 0, 0, 0, 0, 0, 42.9728, 0, 0, 0, 0, 0, 0, 0, 2781.4, 0, 0, 0, 0, 0
5447, 2494.25, 1125.19, 7121.55, 7721.4, 2429.18, 1019.99, 6901.37, 7383.14, 0, 0, 0, 0, 64.8397, 105.989, 220.309, 360.467, 21.6019, 19.5134, 43.2378, 86.4756, 180.461, 44.1306, 13.7321, 51.1075, 8.99426, 0.57615, 9.57041, 4.16174, 0, 0, 0, 0, 62.4889, 2.35076, 0, 0, 0, 0, 0, 11.3814, 2.35076, 0, 0, 0, 0, 0, 7.86973, 0, 0, 0, 0, 0, 0, 43.2378, 0, 0, 0, 0, 0, 0, 0, 2429.18, 0, 0, 0, 0, 0
5448, 2088.55, 954.427, 7121.55, 7721.4, 2029.6, 859.448, 6901.37, 7383.14, 0, 0, 0, 0, 58.7007, 95.9158, 220.309, 360.467, 15.1623, 8.83897, 43.5384, 87.0768, 180.461, 44.1306, 9.6429, 49.0578, 6.323, 0.405986, 6.72898, 2.91392, 0, 0, 0, 0, 57.0568, 1.64387, 0, 0, 0, 0, 0, 7.99903, 1.64387, 0, 0, 0, 0, 0, 5.51939, 0, 0, 0, 0, 0, 0, 43.5384, 0, 0, 0, 0, 0, 0, 0, 2029.6, 0, 0, 0, 0, 0
5449, 1807.62, 835.516, 7121.55, 7721.4, 1752.32, 746.124, 6901.37, 7383.14, 0, 0, 0, 0, 55.1326, 90.059, 220.309, 360.467, 11.3857, 2.56519, 43.7469, 87.4938, 180.461, 44.1306, 7.23983, 47.8928, 4.75079, 0.30579, 5.05658, 2.18326, 0, 0, 0, 0, 53.9004, 1.23215, 0, 0, 0, 0, 0, 6.00768, 1.23215, 0, 0, 0, 0, 0, 4.14588, 0, 0, 0, 0, 0, 0, 43.7469, 0, 0, 0, 0, 0, 0, 0, 1752.32, 0, 0, 0, 0, 0
5450, 1715.68, 796.637, 7121.55, 7721.4, 1661.53, 708.505, 6901.37, 7383.14, 0, 0, 0, 0, 54.0976, 88.3509, 220.309, 360.467, 10.2827, 0.721034, 43.8149, 87.6299, 180.461, 44.1306, 6.53707, 47.5606, 4.2882, 0.276807, 4.56501, 1.97207, 0, 0, 0, 0, 52.9822, 1.11542, 0, 0, 0, 0, 0, 5.42165, 1.11542, 0, 0, 0, 0, 0, 3.74564, 0, 0, 0, 0, 0, 0, 43.8149, 0, 0, 0, 0, 0, 0, 0, 1661.53, 0, 0, 0, 0, 0
5451, 1757.96, 814.772, 7121.55, 7721.4, 1703.41, 725.533, 6901.37, 7383.14, 0, 0, 0, 0, 54.5773, 89.1359, 220.309, 360.467, 10.7939, 1.56921, 43.7834, 87.5667, 180.461, 44.1306, 6.86139, 47.7159, 4.49987, 0.290677, 4.79055, 2.07084, 0, 0, 0, 0, 53.4049, 1.17235, 0, 0, 0, 0, 0, 5.68904, 1.17235, 0, 0, 0, 0, 0, 3.93253, 0, 0, 0, 0, 0, 0, 43.7834, 0, 0, 0, 0, 0, 0, 0, 1703.41, 0, 0, 0, 0, 0
5452, 1866.93, 861.103, 7121.55, 7721.4, 1811.13, 769.6, 6901.37, 7383.14, 0, 0, 0, 0, 55.862, 91.2427, 220.309, 360.467, 12.1597, 3.838, 43.7023, 87.4047, 180.461, 44.1306, 7.73032, 48.1317, 5.06814, 0.327237, 5.39538, 2.33494, 0, 0, 0, 0, 54.54, 1.32199, 0, 0, 0, 0, 0, 6.40833, 1.32199, 0, 0, 0, 0, 0, 4.42936, 0, 0, 0, 0, 0, 0, 43.7023, 0, 0, 0, 0, 0, 0, 0, 1811.13, 0, 0, 0, 0, 0
5453, 2033.5, 931.658, 7121.55, 7721.4, 1975.61, 836.532, 6901.37, 7383.14, 0, 0, 0, 0, 57.994, 94.7354, 220.309, 360.467, 14.4153, 7.57794, 43.5787, 87.1574, 180.461, 44.1306, 9.16173, 48.8323, 6.00264, 0.3879, 6.39054, 2.77119, 0, 0, 0, 0, 56.4223, 1.57176, 0, 0, 0, 0, 0, 7.58997, 1.57176, 0, 0, 0, 0, 0, 5.25359, 0, 0, 0, 0, 0, 0, 43.5787, 0, 0, 0, 0, 0, 0, 0, 1975.61, 0, 0, 0, 0, 0
5454, 2376.73, 1076.31, 7121.55, 7721.4, 2313.96, 972.616, 6901.37, 7383.14, 0, 0, 0, 0, 62.9806, 102.917, 220.309, 360.467, 19.6563, 16.2682, 43.3243, 86.6486, 180.461, 44.1306, 12.4911, 50.4894, 8.17839, 0.526999, 8.70539, 3.78575, 0, 0, 0, 0, 60.8338, 2.14681, 0, 0, 0, 0, 0, 10.3443, 2.14681, 0, 0, 0, 0, 0, 7.16511, 0, 0, 0, 0, 0, 0, 43.3243, 0, 0, 0, 0, 0, 0, 0, 2313.96, 0, 0, 0, 0, 0
5455, 2986.43, 1330.61, 7121.55, 7721.4, 2912.89, 1208.47, 6901.37, 7383.14, 0, 0, 0, 0, 73.927, 120.855, 220.309, 360.467, 31.053, 35.1074, 42.874, 85.748, 180.461, 44.1306, 19.7133, 54.2137, 12.8868, 0.828706, 13.7155, 5.99777, 0, 0, 0, 0, 70.5164, 3.41064, 0, 0, 0, 0, 0, 16.3026, 3.41064, 0, 0, 0, 0, 0, 11.3397, 0, 0, 0, 0, 0, 0, 42.874, 0, 0, 0, 0, 0, 0, 0, 2912.89, 0, 0, 0, 0, 0
5456, 3292.93, 1457.25, 7121.55, 7721.4, 3212.69, 1325.11, 6901.37, 7383.14, 0, 0, 0, 0, 80.4411, 131.518, 220.309, 360.467, 37.7929, 46.2217, 42.6482, 85.2963, 180.461, 44.1306, 23.9899, 56.4511, 15.6712, 1.00752, 16.6787, 7.31124, 0, 0, 0, 0, 76.2785, 4.16263, 0, 0, 0, 0, 0, 19.8273, 4.16263, 0, 0, 0, 0, 0, 13.803, 0, 0, 0, 0, 0, 0, 42.6482, 0, 0, 0, 0, 0, 0, 0, 3212.69, 0, 0, 0, 0, 0
5457, 3274.3, 1449.55, 7121.55, 7721.4, 3194.24, 1318.74, 6901.37, 7383.14, 0, 0, 0, 0, 80.0413, 130.838, 220.309, 360.467, 37.3796, 45.515, 42.6616, 85.3233, 180.461, 44.1306, 23.7487, 56.2926, 15.5107, 0.999411, 16.5101, 7.23856, 0, 0, 0, 0, 75.9187, 4.12252, 0, 0, 0, 0, 0, 19.6262, 4.12252, 0, 0, 0, 0, 0, 13.6309, 0, 0, 0, 0, 0, 0, 42.6616, 0, 0, 0, 0, 0, 0, 0, 3194.24, 0, 0, 0, 0, 0
5458, 3254.12, 1441.19, 7121.55, 7721.4, 3174.47, 1311.09, 6901.37, 7383.14, 0, 0, 0, 0, 79.6374, 130.135, 220.309, 360.467, 36.9611, 44.7824, 42.6763, 85.3525, 180.461, 44.1306, 23.4985, 56.1388, 15.3394, 0.99161, 16.331, 7.16753, 0, 0, 0, 0, 75.5491, 4.08822, 0, 0, 0, 0, 0, 19.4103, 4.08822, 0, 0, 0, 0, 0, 13.4626, 0, 0, 0, 0, 0, 0, 42.6763, 0, 0, 0, 0, 0, 0, 0, 3174.47, 0, 0, 0, 0, 0
5459, 3346.51, 1479.27, 7121.55, 7721.4, 3264.85, 1345.53, 6901.37, 7383.14, 0, 0, 0, 0, 81.7316, 133.549, 220.309, 360.467, 39.1233, 48.3322, 42.6083, 85.2165, 180.461, 44.1306, 24.8663, 56.8652, 16.2262, 1.05035, 17.2765, 7.58981, 0, 0, 0, 0, 77.3954, 4.33612, 0, 0, 0, 0, 0, 20.5302, 4.33612, 0, 0, 0, 0, 0, 14.257, 0, 0, 0, 0, 0, 0, 42.6083, 0, 0, 0, 0, 0, 0, 0, 3264.85, 0, 0, 0, 0, 0
5460, 3308.03, 1463.4, 7121.55, 7721.4, 3227.13, 1331.34, 6901.37, 7383.14, 0, 0, 0, 0, 80.8705, 132.133, 220.309, 360.467, 38.2339, 46.8599, 42.6366, 85.2732, 180.461, 44.1306, 24.3015, 56.569, 15.8568, 1.02715, 16.8839, 7.41753, 0, 0, 0, 0, 76.6314, 4.23906, 0, 0, 0, 0, 0, 20.0624, 4.23906, 0, 0, 0, 0, 0, 13.9324, 0, 0, 0, 0, 0, 0, 42.6366, 0, 0, 0, 0, 0, 0, 0, 3227.13, 0, 0, 0, 0, 0
5461, 3309.5, 1464.01, 7121.55, 7721.4, 3228.6, 1331.82, 6901.37, 7383.14, 0, 0, 0, 0, 80.8984, 132.18, 220.309, 360.467, 38.2629, 46.9092, 42.6355, 85.2709, 180.461, 44.1306, 24.3231, 56.5753, 15.8715, 1.02773, 16.8992, 7.42384, 0, 0, 0, 0, 76.6573, 4.24107, 0, 0, 0, 0, 0, 20.082, 4.24107, 0, 0, 0, 0, 0, 13.9399, 0, 0, 0, 0, 0, 0, 42.6355, 0, 0, 0, 0, 0, 0, 0, 3228.6, 0, 0, 0, 0, 0
5462, 3207.68, 1421.99, 7121.55, 7721.4, 3128.96, 1293.71, 6901.37, 7383.14, 0, 0, 0, 0, 78.6513, 128.489, 220.309, 360.467, 35.941, 43.0688, 42.7103, 85.4206, 180.461, 44.1306, 22.862, 55.7892, 14.9182, 0.96604, 15.8842, 6.97781, 0, 0, 0, 0, 74.6688, 3.98248, 0, 0, 0, 0, 0, 18.8796, 3.98248, 0, 0, 0, 0, 0, 13.079, 0, 0, 0, 0, 0, 0, 42.7103, 0, 0, 0, 0, 0, 0, 0, 3128.96, 0, 0, 0, 0, 0
5463, 3205.64, 1421.15, 7121.55, 7721.4, 3127.03, 1292.74, 6901.37, 7383.14, 0, 0, 0, 0, 78.6072, 128.418, 220.309, 360.467, 35.8954, 42.9941, 42.7118, 85.4236, 180.461, 44.1306, 22.8321, 55.7751, 14.8987, 0.964844, 15.8636, 6.96849, 0, 0, 0, 0, 74.6296, 3.97752, 0, 0, 0, 0, 0, 18.8545, 3.97752, 0, 0, 0, 0, 0, 13.0633, 0, 0, 0, 0, 0, 0, 42.7118, 0, 0, 0, 0, 0, 0, 0, 3127.03, 0, 0, 0, 0, 0
5464, 3294.14, 1457.68, 7121.55, 7721.4, 3213.64, 1325.89, 6901.37, 7383.14, 0, 0, 0, 0, 80.5563, 131.61, 220.309, 360.467, 37.9097, 46.3167, 42.6466, 85.2932, 180.461, 44.1306, 24.1105, 56.4459, 15.7316, 1.01853, 16.7501, 7.36031, 0, 0, 0, 0, 76.3541, 4.20227, 0, 0, 0, 0, 0, 19.9082, 4.20227, 0, 0, 0, 0, 0, 13.7993, 0, 0, 0, 0, 0, 0, 42.6466, 0, 0, 0, 0, 0, 0, 0, 3213.64, 0, 0, 0, 0, 0
5465, 3536.43, 1557.36, 7121.55, 7721.4, 3450.46, 1416.11, 6901.37, 7383.14, 0, 0, 0, 0, 86.1411, 140.78, 220.309, 360.467, 43.6728, 55.8432, 42.4683, 84.9365, 180.461, 44.1306, 27.7747, 58.3663, 18.1249, 1.16959, 19.2945, 8.48023, 0, 0, 0, 0, 81.3064, 4.83461, 0, 0, 0, 0, 0, 22.9401, 4.83461, 0, 0, 0, 0, 0, 15.898, 0, 0, 0, 0, 0, 0, 42.4683, 0, 0, 0, 0, 0, 0, 0, 3450.46, 0, 0, 0, 0, 0
5466, 3818.26, 1672.73, 7121.55, 7721.4, 3725.28, 1519.84, 6901.37, 7383.14, 0, 0, 0, 0, 93.1872, 152.35, 220.309, 360.467, 50.9259, 67.8276, 42.2613, 84.5226, 180.461, 44.1306, 32.3626, 60.8246, 21.1182, 1.3589, 22.4771, 9.88549, 0, 0, 0, 0, 87.552, 5.63527, 0, 0, 0, 0, 0, 26.7274, 5.63527, 0, 0, 0, 0, 0, 18.5633, 0, 0, 0, 0, 0, 0, 42.2613, 0, 0, 0, 0, 0, 0, 0, 3725.28, 0, 0, 0, 0, 0
5467, 4219.11, 1835.74, 7121.55, 7721.4, 4115.19, 1664.57, 6901.37, 7383.14, 0, 0, 0, 0, 104.226, 170.46, 220.309, 360.467, 62.2582, 86.5252, 41.9674, 83.9348, 180.461, 44.1306, 39.5218, 64.7037, 25.7821, 1.65254, 27.4347, 12.0872, 0, 0, 0, 0, 97.3339, 6.89165, 0, 0, 0, 0, 0, 32.6302, 6.89165, 0, 0, 0, 0, 0, 22.7363, 0, 0, 0, 0, 0, 0, 41.9674, 0, 0, 0, 0, 0, 0, 0, 4115.19, 0, 0, 0, 0, 0
5468, 4476.21, 1939.77, 7121.55, 7721.4, 4364.46, 1756.21, 6901.37, 7383.14, 0, 0, 0, 0, 111.955, 183.131, 220.309, 360.467, 70.1762, 99.5726, 41.7791, 83.5582, 180.461, 44.1306, 44.5044, 67.4509, 29.0218, 1.85607, 30.8779, 13.6265, 0, 0, 0, 0, 104.18, 7.77521, 0, 0, 0, 0, 0, 36.7292, 7.77521, 0, 0, 0, 0, 0, 25.6718, 0, 0, 0, 0, 0, 0, 41.7791, 0, 0, 0, 0, 0, 0, 0, 4364.46, 0, 0, 0, 0, 0
5469, 4522.85, 1958.68, 7121.55, 7721.4, 4409.43, 1773.02, 6901.37, 7383.14, 0, 0, 0, 0, 113.453, 185.583, 220.309, 360.467, 71.7073, 102.093, 41.7452, 83.4903, 180.461, 44.1306, 45.4224, 68.0301, 29.6117, 1.89182, 31.5036, 13.9188, 0, 0, 0, 0, 105.502, 7.95064, 0, 0, 0, 0, 0, 37.4717, 7.95064, 0, 0, 0, 0, 0, 26.285, 0, 0, 0, 0, 0, 0, 41.7452, 0, 0, 0, 0, 0, 0, 0, 4409.43, 0, 0, 0, 0, 0
5470, 4420.23, 1917.35, 7121.55, 7721.4, 4309.88, 1737.14, 6901.37, 7383.14, 0, 0, 0, 0, 110.271, 180.383, 220.309, 360.467, 68.4509, 96.7428, 41.8203, 83.6407, 180.461, 44.1306, 43.3524, 66.9188, 28.2655, 1.80463, 30.0701, 13.2823, 0, 0, 0, 0, 102.688, 7.58367, 0, 0, 0, 0, 0, 35.7687, 7.58367, 0, 0, 0, 0, 0, 25.0985, 0, 0, 0, 0, 0, 0, 41.8203, 0, 0, 0, 0, 0, 0, 0, 4309.88, 0, 0, 0, 0, 0
5471, 4158.31, 1811.36, 7121.55, 7721.4, 4055.58, 1644.12, 6901.37, 7383.14, 0, 0, 0, 0, 102.526, 167.705, 220.309, 360.467, 60.5131, 83.6799, 42.0125, 84.0249, 180.461, 44.1306, 38.3103, 64.2152, 24.9843, 1.59526, 26.5795, 11.7308, 0, 0, 0, 0, 95.8295, 6.69606, 0, 0, 0, 0, 0, 31.6142, 6.69606, 0, 0, 0, 0, 0, 22.2028, 0, 0, 0, 0, 0, 0, 42.0125, 0, 0, 0, 0, 0, 0, 0, 4055.58, 0, 0, 0, 0, 0
5472, 3734.38, 1638.67, 7121.55, 7721.4, 3643.09, 1490.65, 6901.37, 7383.14, 0, 0, 0, 0, 90.9824, 148.825, 220.309, 360.467, 48.6588, 64.1777, 42.3236, 84.6472, 180.461, 44.1306, 30.8338, 60.1486, 20.1282, 1.28442, 21.4126, 9.42118, 0, 0, 0, 0, 85.621, 5.36144, 0, 0, 0, 0, 0, 25.4724, 5.36144, 0, 0, 0, 0, 0, 17.825, 0, 0, 0, 0, 0, 0, 42.3236, 0, 0, 0, 0, 0, 0, 0, 3643.09, 0, 0, 0, 0, 0
5473, 3459.32, 1525.81, 7121.55, 7721.4, 3374.88, 1388.56, 6901.37, 7383.14, 0, 0, 0, 0, 84.2427, 137.784, 220.309, 360.467, 41.7166, 52.7323, 42.5261, 85.0522, 180.461, 44.1306, 26.4286, 57.8141, 17.2601, 1.10247, 18.3626, 8.06607, 0, 0, 0, 0, 79.6534, 4.58933, 0, 0, 0, 0, 0, 21.8393, 4.58933, 0, 0, 0, 0, 0, 15.288, 0, 0, 0, 0, 0, 0, 42.5261, 0, 0, 0, 0, 0, 0, 0, 3374.88, 0, 0, 0, 0, 0
5474, 3282.92, 1453.14, 7121.55, 7721.4, 3202.6, 1322.34, 6901.37, 7383.14, 0, 0, 0, 0, 80.2021, 131.159, 220.309, 360.467, 37.5462, 45.8469, 42.6559, 85.3118, 180.461, 44.1306, 23.8003, 56.4018, 15.5499, 0.995386, 16.5453, 7.25501, 0, 0, 0, 0, 76.0754, 4.12668, 0, 0, 0, 0, 0, 19.6736, 4.12668, 0, 0, 0, 0, 0, 13.7459, 0, 0, 0, 0, 0, 0, 42.6559, 0, 0, 0, 0, 0, 0, 0, 3202.6, 0, 0, 0, 0, 0
5475, 3304.94, 1462.23, 7121.55, 7721.4, 3224.26, 1330.22, 6901.37, 7383.14, 0, 0, 0, 0, 80.6944, 131.964, 220.309, 360.467, 38.0547, 46.6843, 42.6396, 85.2793, 180.461, 44.1306, 24.1247, 56.5697, 15.7612, 1.00909, 16.7703, 7.35443, 0, 0, 0, 0, 76.5107, 4.18368, 0, 0, 0, 0, 0, 19.941, 4.18368, 0, 0, 0, 0, 0, 13.93, 0, 0, 0, 0, 0, 0, 42.6396, 0, 0, 0, 0, 0, 0, 0, 3224.26, 0, 0, 0, 0, 0
5476, 3386.43, 1495.8, 7121.55, 7721.4, 3303.95, 1360.65, 6901.37, 7383.14, 0, 0, 0, 0, 82.5362, 134.981, 220.309, 360.467, 39.9567, 49.822, 42.5796, 85.1591, 180.461, 44.1306, 25.3388, 57.1974, 16.5529, 1.05946, 17.6123, 7.72648, 0, 0, 0, 0, 78.1421, 4.39416, 0, 0, 0, 0, 0, 20.9446, 4.39416, 0, 0, 0, 0, 0, 14.6179, 0, 0, 0, 0, 0, 0, 42.5796, 0, 0, 0, 0, 0, 0, 0, 3303.95, 0, 0, 0, 0, 0
5477, 3557.52, 1566.09, 7121.55, 7721.4, 3471.05, 1424.15, 6901.37, 7383.14, 0, 0, 0, 0, 86.5844, 141.609, 220.309, 360.467, 44.1308, 56.702, 42.4537, 84.9074, 180.461, 44.1306, 27.981, 58.6035, 18.2721, 1.16916, 19.4412, 8.53973, 0, 0, 0, 0, 81.7241, 4.8603, 0, 0, 0, 0, 0, 23.1207, 4.8603, 0, 0, 0, 0, 0, 16.1498, 0, 0, 0, 0, 0, 0, 42.4537, 0, 0, 0, 0, 0, 0, 0, 3471.05, 0, 0, 0, 0, 0
